SEQ_AREA;Área;VAL_NACIONAL;DSC_FASE;tem correspondente?
4340;JACUTINGA NORTE;0;Desenvolvimento;Sim
4340;JACUTINGA NORTE;7.823.788.284.958.990;Produção;Sim
3857;JANDAIA;809.372.688.658.947;Produção;Sim
3860;JANDAIA SUL;9.054.976.485.000.000;Desenvolvimento;Sim
3860;JANDAIA SUL;4283484.12;Produção;Sim
4150;JAPIIM;23613.53;Desenvolvimento;Sim
4150;JAPIIM;25384;Produção;Sim
4133;JAPUAÇU;2.020.819.999.999.990;Desenvolvimento;Sim
4133;JAPUAÇU;10.195.626.175.785.200;Produção;Sim
2163;JD;15.496.046.520.000.000;Desenvolvimento;Não
2163;JD;38.269.105.816.133.000;Produção;Não
4134;JEQUIÁ;110600;Desenvolvimento;Sim
4134;JEQUIÁ;24.649.023.516.214;Produção;Sim
4162;JIRIBATUBA;0.04799999999999997;Desenvolvimento;Sim
4162;JIRIBATUBA;11.815.934.680.604.500;Produção;Sim
4514;JOÃO DE BARRO;3.880.407.726.000.000;Desenvolvimento;Sim
4514;JOÃO DE BARRO;16.536.109.379.999.900;Produção;Sim
3709;JR;9.837.703.801.999.990;Desenvolvimento;Não
3709;JR;109418.64;Produção;Não
4200;JUBARTE;6.703.033.519.420.000;Desenvolvimento;Sim
4200;JUBARTE;19.310.024.166.982.300;Produção;Sim
3859;JURITI;14.298.429.334.615.900;Desenvolvimento;Sim
3859;JURITI;30.295.126.822.378.000;Produção;Sim
2164;JZ;16.957.783.199.999.900;Desenvolvimento;Não
2164;JZ;5.009.657.296.069.800;Produção;Não
4341;LAGOA BONITA;44.642.669.000.000.000;Desenvolvimento;Sim
4341;LAGOA BONITA;8.087.887.000.000.000;Produção;Sim
4343;LAGOA DO DOUTOR;164668.39;Desenvolvimento;Sim
4343;LAGOA DO DOUTOR;0;Produção;Sim
3861;LAGOA DO PAULO;8.452.359.180.000.190;Produção;Sim
3862;LAGOA DO PAULO NORTE;95.999.819.292.312;Produção;Sim
3863;LAGOA DO PAULO SUL;5.555.240.738.461.990;Produção;Sim
4135;LAGOA PACAS;10.341.871.574.844;Desenvolvimento;Sim
4135;LAGOA PACAS;142300;Produção;Sim
4345;LAGOA PARDA;9.054.721.399.999.990;Desenvolvimento;Sim
4345;LAGOA PARDA;18324011.9;Produção;Sim
4346;LAGOA PARDA NORTE;818663.45;Desenvolvimento;Sim
4346;LAGOA PARDA NORTE;151765.52;Produção;Sim
3953;LAGOSTA;252606073.61;Desenvolvimento;Sim
3953;LAGOSTA;7.678.211.314.917.620;Produção;Sim
3954;LAPA;6399318600;Desenvolvimento;Não
3954;LAPA;2.012.065.630.492.990;Produção;Não
2165;LAR;21.560.079.200.000.000;Desenvolvimento;Não
2165;LAR;16.637.201.212.465.300;Produção;Não
1493;LB;21.797.474.909.999.900;Desenvolvimento;Não
1493;LB;6.387.819.788.713.500;Produção;Não
3769;LB;13.420.021.700.000.000;Desenvolvimento;Não
2524;LE;5.363.916.900.000.000;Desenvolvimento;Não
2524;LE;4.294.147.431.276.490;Produção;Não
1258;LI;9.282.836.001.200.000;Desenvolvimento;Não
1258;LI;20.173.895.630.814.000;Produção;Não
2525;LM;6.279.378.521.000.000;Desenvolvimento;Não
2525;LM;7.186.769.429.961.470;Produção;Não
2166;LOR;1.992.421.703.500.000;Desenvolvimento;Não
2166;LOR;37.617.395.102.874.700;Produção;Não
1495;LP;5.127.855.376.999.990;Desenvolvimento;Não
1495;LP;20.133.932.829.470.200;Produção;Não
1496;LPB;4.434.952.240.000.000;Desenvolvimento;Não
1496;LPB;26.457.078.477.808.100;Produção;Não
777;LPC;10.076.637.523.017;Desenvolvimento;Não
1497;LPN;25.976.431.599.999.900;Desenvolvimento;Não
1497;LPN;16.083.044.450.000.000;Produção;Não
1498;LPS;264085.83;Desenvolvimento;Não
1498;LPS;4948527.74;Produção;Não
2167;LPX;10.777.967.233.000.000;Desenvolvimento;Não
2167;LPX;873.893.203.275.299;Produção;Não
1499;LS;5.545.043.820.000.000;Desenvolvimento;Não
1499;LS;1.057.741.048.804.720;Produção;Não
3710;LUC;16.388.112.035.299.900;Desenvolvimento;Não
3710;LUC;22.436.863.600.691.100;Produção;Não
2168;LV;1.900.650.937.899.990;Desenvolvimento;Não
2168;LV;2.323.672.934.012.410;Produção;Não
2526;LV;226948.31;Desenvolvimento;Não
2526;LV;7.649.965.200.000.000;Produção;Não
1259;MA;9.681.271.841.100.000;Desenvolvimento;Não
1259;MA;11.376.298.850.884.300;Produção;Não
1500;MA;6.862.472.620.000.000;Desenvolvimento;Não
1500;MA;10.844.796.498.874.900;Produção;Não
2169;MA;19406575.12;Desenvolvimento;Não
2169;MA;207.352.269.020.672;Produção;Não
4523;MAÇARICO;37.590.260.309.999.900;Desenvolvimento;Sim
4523;MAÇARICO;6645828.8;Produção;Sim
147564;MÃE-DA-LUA;52.005.373.613.399.900;Desenvolvimento;Sim
2170;MAG;13.851.556.505.000.000;Desenvolvimento;Não
2170;MAG;12.346.214.243.358.100;Produção;Não
1501;MAN;724352.23;Desenvolvimento;Não
1501;MAN;41.012.017.278.755;Produção;Não
4164;MANATI;2016972658.71;Desenvolvimento;Sim
4164;MANATI;1.891.132.249.305.800;Produção;Sim
4203;MANGANGÁ;179753.69;Desenvolvimento;Sim
1502;MAO;2073017.35;Desenvolvimento;Não
1502;MAO;22.888.361.599.999.900;Produção;Não
3871;MARITACA;3.003.991.445.781.990;Desenvolvimento;Sim
4052;MATO GROSSO;1166626600;Desenvolvimento;Sim
4053;MATO GROSSO NOROESTE;11.782.779.999.999.900;Desenvolvimento;Sim
4053;MATO GROSSO NOROESTE;6.724.792.939.825.000;Produção;Sim
4054;MATO GROSSO NORTE;0;Desenvolvimento;Sim
4055;MATO GROSSO SUDOESTE;0;Desenvolvimento;Sim
4055;MATO GROSSO SUDOESTE;49.471.534.290.200.000;Produção;Sim
4056;MATO GROSSO SUL;9.056.481.000.000.000;Desenvolvimento;Sim
4056;MATO GROSSO SUL;3.262.323.175.949;Produção;Sim
1069;MB;0;Desenvolvimento;Não
1069;MB;40.394.146.100.000.000;Produção;Não
2527;MDU;13.420.432.790.000.000;Desenvolvimento;Não
2527;MDU;278.763.445.211.659;Produção;Não
2528;ME;4.014.846.899.999.990;Desenvolvimento;Não
2528;ME;12.974.585.837.338.100;Produção;Não
3957;MEXILHÃO;23.860.737.807.999.900;Desenvolvimento;Sim
3957;MEXILHÃO;2.412.681.281.797.320;Produção;Sim
2529;MG;13.983.974.763.699.900;Desenvolvimento;Não
2529;MG;2.073.183.725.919.140;Produção;Não
3492;MG;208684331.81;Desenvolvimento;Não
3492;MG;22.087.093.289.730.400;Produção;Não
2530;MGL;16.647.438.999.999.900;Desenvolvimento;Não
2530;MGL;24.507.427.000.000.000;Produção;Não
2532;MGN;15.587.694.940.000.000;Desenvolvimento;Não
2532;MGN;30.911.078.511.697.200;Produção;Não
2533;MJ;2.284.157.832.999.990;Desenvolvimento;Não
2533;MJ;51.159.969.792.938.700;Produção;Não
2534;ML;178636722.89;Desenvolvimento;Não
2534;ML;12.460.025.724.645.700;Produção;Não
1260;MLH;2.339.558.735.499.990;Desenvolvimento;Não
1260;MLH;2.021.236.163.090.690;Produção;Não
1261;MLL;5.733.609.426.949.990;Desenvolvimento;Não
1261;MLL;18.882.820.220.029.200;Produção;Não
1262;MLS;10.252.457.763.460.000;Desenvolvimento;Não
1262;MLS;3.988.288.462.647.950;Produção;Não
2857;MLZ;147797757.89;Desenvolvimento;Não
2857;MLZ;1.932.803.073.316.130;Produção;Não
1263;MO;178822573.39;Desenvolvimento;Não
1263;MO;10.117.425.099.000.000;Produção;Não
2171;MO;45605569.92;Desenvolvimento;Não
2171;MO;7.282.854.065.150.660;Produção;Não
2172;MOR;32.746.242.939.999.900;Desenvolvimento;Não
2172;MOR;4.974.902.815.639.370;Produção;Não
4165;MORRO DO BARRO;2.756.084.514.000.000;Desenvolvimento;Sim
4165;MORRO DO BARRO;26147300;Produção;Sim
4353;MOSQUITO;4.295.228.690.000.000;Desenvolvimento;Sim
4353;MOSQUITO;1389262.11;Produção;Sim
4354;MOSQUITO NORTE;6.729.512.516.999.990;Desenvolvimento;Sim
4354;MOSQUITO NORTE;12537.07;Produção;Sim
2535;MP;5.587.548.757.799.990;Desenvolvimento;Não
2535;MP;3.725.260.455.898.290;Produção;Não
1265;MRL;8.714.294.137.730.000;Desenvolvimento;Não
1265;MRL;6.867.399.105.063.990;Produção;Não
2536;MUI;9.247.114.906.000.000;Desenvolvimento;Não
2536;MUI;34.523.470.685.757;Produção;Não
4136;MUTUM;36.510.830.999.000.000;Desenvolvimento;Sim
1266;NA;11.855.031.259.900.000;Desenvolvimento;Não
1266;NA;4.955.671.142.597.230;Produção;Não
4211;NAUTILUS;8.626.153.004.558.090;Desenvolvimento;Sim
3711;NEJ;3.48;Desenvolvimento;Não
3711;NEJ;274822.48;Produção;Não
1267;NEN;4.585.322.367.999.990;Desenvolvimento;Não
1267;NEN;43097053.44;Produção;Não
413897;NEON;21208102.5;Desenvolvimento;Sim
413898;NEON SUL;15.550.521.499.999.900;Desenvolvimento;Sim
2537;NFC;8.340.052.129.999.990;Desenvolvimento;Não
2537;NFC;2.013.787.811.017.710;Produção;Não
2173;NMR;1.947.739.474.999.990;Desenvolvimento;Não
2173;NMR;21.957.759.300.000.000;Produção;Não
1503;NO;25.503.450.740.000.000;Desenvolvimento;Não
1503;NO;15.606.099.615.405.100;Produção;Não
3958;NORTE DE BERBIGÃO;0;Desenvolvimento;Sim
4528;NORTE DE PESCADA;6591255.06;Desenvolvimento;Sim
3959;NORTE DE SURURU;0;Desenvolvimento;Sim
4529;OESTE DE UBARANA;1.405.284.003.100.000;Desenvolvimento;Sim
4529;OESTE DE UBARANA;2.033.948.309.661.880;Produção;Sim
3960;OLIVA;8.870.596.267.700.000;Desenvolvimento;Sim
4213;OSTRA;13.366.220.503.888.600;Desenvolvimento;Sim
1268;PA;2.400.532.283.999.990;Desenvolvimento;Não
1268;PA;9.004.937.517.454.190;Produção;Não
4266;PAPA-TERRA;5.630.420.049.699.990;Desenvolvimento;Sim
4266;PAPA-TERRA;11.060.877.510.529.900;Produção;Sim
2174;PAR;7.694.620.000.000.000;Desenvolvimento;Não
3890;PARIRI;344788.91;Desenvolvimento;Sim
3890;PARIRI;4774989.76;Produção;Sim
778;PARU;8.926.843.874.999.990;Desenvolvimento;Sim
778;PARU;2.230.097.864.844.880;Produção;Sim
4139;PARU;8.926.843.874.999.990;Desenvolvimento;Sim
4139;PARU;22.300.978.648.448.800;Produção;Sim
4582;PATATIVA;4.083.725.980.000.000;Desenvolvimento;Sim
4582;PATATIVA;48.270.521.118.259.400;Produção;Sim
4583;PATURI;442810596.81;Desenvolvimento;Sim
4583;PATURI;37.422.450.199.999.900;Produção;Sim
2175;PC;4.601.510.051.999.990;Desenvolvimento;Não
2175;PC;2.277.570.359.564.980;Produção;Não
2539;PC;1.867.000.447.999.990;Desenvolvimento;Não
2539;PC;18.730.690.804.397.600;Produção;Não
2540;PDR;10.725.350.030.000.000;Desenvolvimento;Não
2540;PDR;87.119.285.926.861;Produção;Não
2176;PE;9.160.800.232.999.990;Desenvolvimento;Não
2176;PE;6.417.644.043.623.000;Produção;Não
4004;PEO-1BRSA1146RJS_IARA_ENTORNO_CCO;1088497900;Desenvolvimento;Sim
1504;PER;16.997.930.853.500.000;Desenvolvimento;Não
1504;PER;10.471.114.133.827.600;Produção;Não
4269;PEREGRINO;11.170.834.255.911.700;Desenvolvimento;Sim
4585;PERIQUITO;18.568.899.082.692.300;Desenvolvimento;Sim
4585;PERIQUITO;5.566.048.399.999.990;Produção;Sim
495782;PERIQUITO NORDESTE;305983.2;Desenvolvimento;Sim
321308;PERIQUITO NORTE;8.493.795.999.999.990;Desenvolvimento;Sim
1269;PG;5.626.152.402.199.990;Desenvolvimento;Não
1269;PG;9.340.372.272.219.040;Produção;Não
4168;PINAÚNA;23.566.212.000.000.000;Desenvolvimento;Sim
4587;PINTASSILGO;1.487.883.346.599.990;Desenvolvimento;Não
4587;PINTASSILGO;8.996.975.223.779.090;Produção;Não
779;PIR;1.332.587.026.590.000;Desenvolvimento;Não
779;PIR;14.560.124.958.561.400;Produção;Não
4005;PIRACABA;8.061.071.322.200.000;Desenvolvimento;Sim
4005;PIRACABA;4.819.599.999.999.990;Produção;Sim
4006;PIRACUCÁ;12.690.063.488.340.000;Desenvolvimento;Sim
4270;PIRAMBU;25.840.632.845.999.900;Desenvolvimento;Sim
4270;PIRAMBU;1.605.832.269.753.000;Produção;Sim
4079;PIRANEMA;9.990.490.175.799.990;Desenvolvimento;Sim
4079;PIRANEMA;2.769.265.813.192.600;Produção;Sim
4080;PIRANEMA SUL;19.725.884.001.099.900;Desenvolvimento;Sim
4080;PIRANEMA SUL;-12933.2;Produção;Sim
4007;PIRAPITANGA;21.302.160.146.000.000;Desenvolvimento;Sim
4007;PIRAPITANGA;26.92;Produção;Sim
4272;PITANGOLA;0;Desenvolvimento;Sim
4588;PITIGUARI;900000;Desenvolvimento;Sim
4588;PITIGUARI;8152000;Produção;Sim
2177;PJ;67452285.4;Desenvolvimento;Não
2177;PJ;100.165.879.766.429;Produção;Não
2541;PJN;4.975.147.359.999.990;Desenvolvimento;Não
2541;PJN;9.106.908.100.000.000;Produção;Não
1270;PM;14.675.350.605.999.900;Desenvolvimento;Não
1270;PM;4.036.509.135.765.120;Produção;Não
2179;PML;7298939.27;Desenvolvimento;Não
2179;PML;25.210.869.496.174.400;Produção;Não
1957;PN-T-49;0;Produção;Não
4273;POLVO;18.782.412.507.820.600;Desenvolvimento;Sim
4273;POLVO;28.252.944.037.599.900;Produção;Sim
2249;POT-T-302;19.769.680.000.000.000;Desenvolvimento;Não
2249;POT-T-302;5.595.765.400.000.000;Produção;Não
2256;POT-T-352;72608000;Produção;Não
2276;POT-T-432;53720586.6;Desenvolvimento;Não
2276;POT-T-432;3.869.586.239.999.990;Produção;Não
2299;POT-T-479;67691983.4;Desenvolvimento;Não
2333;POT-T-565;11.939.247.900.000.000;Produção;Não
2336;POT-T-569;3.041.939.000.000.000;Desenvolvimento;Não
2339;POT-T-575;0;Desenvolvimento;Não
2339;POT-T-575;0;Produção;Não
2354;POT-T-612;1430020;Produção;Não
2357;POT-T-617;0;Desenvolvimento;Não
2357;POT-T-617;0;Produção;Não
2358;POT-T-618;0;Desenvolvimento;Não
2358;POT-T-618;0;Produção;Não
2391;POT-T-741;0;Desenvolvimento;Não
2391;POT-T-741;0;Produção;Não
2393;POT-T-743;57.6;Desenvolvimento;Não
2393;POT-T-743;2656717.7;Produção;Não
2394;POT-T-744;0;Desenvolvimento;Não
2394;POT-T-744;409390.31;Produção;Não
2403;POT-T-790;39.611.447.999.999.900;Desenvolvimento;Não
2403;POT-T-790;28.622.289.199.999.900;Produção;Não
2429;PSA;30.819.267.500.000.000;Desenvolvimento;Não
2429;PSA;24.926.011.146.732.000;Produção;Não
1271;PU;5.275.057.720.999.990;Desenvolvimento;Não
1271;PU;11.609.393.355.962.000;Produção;Não
2430;PV;24.091.442.529.999.900;Desenvolvimento;Não
2430;PV;22.304.234.844.812.900;Produção;Não
2542;PV;31.665.596.899.999.900;Desenvolvimento;Não
2542;PV;620413.65;Produção;Não
2431;PX;12747129.64;Desenvolvimento;Não
2431;PX;304.342.037.901.314;Produção;Não
3770;QE;3.943.059.295.999.990;Desenvolvimento;Não
3770;QE;4.819.462.852.143.680;Produção;Não
4083;RABO BRANCO;37.838.615.221.744.000;Desenvolvimento;Sim
2439;RAL;271.55;Desenvolvimento;Não
2439;RAL;1913.98;Produção;Não
1506;RBS;14.289.081.729.999.900;Desenvolvimento;Não
1506;RBS;4.466.097.655.999.990;Produção;Não
2544;RBU;42.424.122.540.000.000;Desenvolvimento;Não
2544;RBU;50.570.727.375.935.100;Produção;Não
2545;RCB;26.442.565.087.000.000;Desenvolvimento;Não
2545;RCB;2.977.006.454.451.020;Produção;Não
1507;RD;59.521.489.999.999.900;Desenvolvimento;Não
1507;RD;15.912.677.300.000.000;Produção;Não
2441;RE;41.887.975.299.999.900;Desenvolvimento;Não
2441;RE;16.583.561.407.999.500;Produção;Não
2587;REC-T-139;12.069.403.547.562.800;Produção;Não
2600;REC-T-153;4060002;Produção;Não
2755;REC-T-71;2.992.534.312.616.190;Produção;Não
4275;RÊMORA;0;Desenvolvimento;Sim
2442;REP;5.170.835.908.999.990;Desenvolvimento;Não
2442;REP;11.629.972.554.823.900;Produção;Não
2443;RFQ;667667687.77;Desenvolvimento;Não
2443;RFQ;7.296.272.759.849.620;Produção;Não
1508;RI;4.913.890.025.000.000;Desenvolvimento;Não
1508;RI;12.071.967.592.807.800;Produção;Não
2783;RI;12.919.466.318.000.000;Desenvolvimento;Não
2783;RI;13.085.483.928.232.300;Produção;Não
4600;RIACHO VELHO;77946167;Desenvolvimento;Sim
1509;RIB;19.470.170.000.000.000;Desenvolvimento;Não
1509;RIB;13.707.828.599.999.900;Produção;Não
1510;RIL;661055.97;Desenvolvimento;Não
1510;RIL;2.632.300.599.999.990;Produção;Não
4602;RIO DO CARMO;7626000;Desenvolvimento;Sim
4602;RIO DO CARMO;42597.91;Produção;Sim
4400;RIO IPIRANGA;5.548.648.172.749.990;Desenvolvimento;Sim
4400;RIO IPIRANGA;10.247.047.830.000.000;Produção;Sim
4401;RIO ITAÚNAS;10506.56;Desenvolvimento;Sim
4401;RIO ITAÚNAS;1724223.83;Produção;Sim
4404;RIO MARIRICU SUL;10.309.227.060.000.000;Desenvolvimento;Sim
4404;RIO MARIRICU SUL;15.701.663.273.450.000;Produção;Sim
4406;RIO PRETO;102756100;Desenvolvimento;Sim
4408;RIO PRETO SUDESTE;1568300;Desenvolvimento;Sim
4408;RIO PRETO SUDESTE;672529.29;Produção;Sim
4411;RIO SÃO MATEUS OESTE;35.956.000.000.000.000;Desenvolvimento;Sim
4411;RIO SÃO MATEUS OESTE;38.050.906.000.000.000;Produção;Sim
2784;RJ;2017903.68;Desenvolvimento;Não
2784;RJ;28.964.893.125.243.900;Produção;Não
1512;RM;5.736.992.029.999.990;Desenvolvimento;Não
1512;RM;16922010.9;Produção;Não
2444;RMO;34.782.335.799.999.900;Desenvolvimento;Não
2444;RMO;11.254.740.886.668.300;Produção;Não
1272;RO;17.623.451.253.640.000;Desenvolvimento;Não
1272;RO;44.148.923.105.605.700;Produção;Não
2785;RO;16.623.061.679.999.900;Desenvolvimento;Não
2785;RO;5.043.681.785.114.950;Produção;Não
3493;RO;8.349.049.432.600.000;Desenvolvimento;Não
3493;RO;7.088.717.099.265.020;Produção;Não
4605;ROLINHA;357180;Desenvolvimento;Sim
4605;ROLINHA;58850965.2;Produção;Sim
2786;ROU;8.411.225.695.999.990;Desenvolvimento;Não
2786;ROU;12.320.318.970.379.100;Produção;Não
2787;ROV;6.949.115.429.999.990;Desenvolvimento;Não
2787;ROV;15.325.945.383.503.900;Produção;Não
1513;RP;18.096.891.130.000.000;Desenvolvimento;Não
1513;RP;817.996.130.768.125;Produção;Não
2788;RPJ;89894916.09;Desenvolvimento;Não
2788;RPJ;22.751.298.878.728.300;Produção;Não
1514;RPO;48.307.046.359.999.900;Desenvolvimento;Não
1514;RPO;1.281.162.008.065.870;Produção;Não
2789;RPP;32.654.424.400.000.000;Desenvolvimento;Não
2789;RPP;38.008.513.685.186.000;Produção;Não
1515;RPS;8.548.251.792.999.990;Desenvolvimento;Não
1515;RPS;9.382.190.176.711.320;Produção;Não
2790;RS;2.690.465.239.999.990;Desenvolvimento;Não
2790;RS;228.932.681.758.331;Produção;Não
2791;RSE;10.010.443.999.999.900;Desenvolvimento;Não
2791;RSE;5.845.570.152.227.990;Produção;Não
1516;RSM;18.916.019.379.999.900;Desenvolvimento;Não
1516;RSM;4.266.180.210.105.670;Produção;Não
2793;RSP;19.308.476.899.999.900;Desenvolvimento;Não
2793;RSP;20.498.309.859.908.700;Produção;Não
2794;RSU;407113.63;Desenvolvimento;Não
2794;RSU;25.469.846.793.383.200;Produção;Não
2795;RU;10500;Desenvolvimento;Não
3712;RUC;17.909.480.501.999.900;Desenvolvimento;Não
3712;RUC;189.869.679.556.496;Produção;Não
1273;SA;21.808.011.999.037.600;Desenvolvimento;Não
1273;SA;5.986.544.085.603.700;Produção;Não
2796;SA;23.665.393.160.000.000;Desenvolvimento;Não
2796;SA;13.222.749.177.464.700;Produção;Não
2446;SAB;13.476.134.980.000.000;Desenvolvimento;Não
2446;SAB;8.365.552.657.527.890;Produção;Não
4607;SABIÁ BICO-DE-OSSO;36.571.299.294.832.700;Desenvolvimento;Sim
4607;SABIÁ BICO-DE-OSSO;400.791.965.115.634;Produção;Sim
4608;SABIÁ DA MATA;297.211.196.210.561;Desenvolvimento;Sim
4608;SABIÁ DA MATA;398.937.787.371.789;Produção;Sim
4412;SAIRA;13.872.626.700.000.000;Desenvolvimento;Sim
4412;SAIRA;6.162.635.159.999.990;Produção;Sim
4276;SALEMA;3.767.168.004.279.160;Desenvolvimento;Sim
4276;SALEMA;947.141.703.034.647;Produção;Sim
4609;SALEMA BRANCA;9.664.273.900.000.000;Desenvolvimento;Sim
4611;SANHAÇU;4.614.133.002.000.000;Desenvolvimento;Sim
4611;SANHAÇU;15.803.062.599.999.900;Produção;Sim
3915;SANTANA;576357;Produção;Sim
4619;SÃO MANOEL;11710500;Desenvolvimento;Sim
4619;SÃO MANOEL;572990;Produção;Sim
4414;SÃO MATEUS;6.039.126.799.999.990;Desenvolvimento;Sim
4414;SÃO MATEUS;15395543.57;Produção;Sim
4415;SÃO MATEUS LESTE;17.616.076.419.999.900;Desenvolvimento;Sim
4415;SÃO MATEUS LESTE;44.011.190.652.378;Produção;Sim
4008;SAPINHOÁ;16.778.656.521.500.000;Desenvolvimento;Sim
4008;SAPINHOÁ;27.387.743.929.887.700;Produção;Sim
4169;SARDINHA;22.766.977.048.969;Desenvolvimento;Sim
3916;SAUÍPE;42.761.920.001.528.700;Produção;Sim
2797;SC;16.466.502.424.999.900;Desenvolvimento;Não
2797;SC;23.888.160.446.324.500;Produção;Não
780;SCE;7.045.037.600.046.290;Produção;Não
2447;SCR;44.657.572.635.999.900;Desenvolvimento;Não
2447;SCR;48.228.533.017.942.500;Produção;Não
2798;SCX;1.532.887.400.999.990;Desenvolvimento;Não
2798;SCX;3.433.706.269.019.280;Produção;Não
2799;SDS;23.892.040.709.999.900;Desenvolvimento;Não
2799;SDS;11.627.254.269.999.900;Produção;Não
2448;SE;7.651.801.410.000.000;Desenvolvimento;Não
2448;SE;10.316.811.049.587.600;Produção;Não
2800;SE;23.366.150.281.873.500;Produção;Não
3497;SEAL-10;7304333.6;Desenvolvimento;Não
3498;SEAL-100;51267.61;Desenvolvimento;Não
3506;SEAL-M-349;12.722.374.539.999.900;Desenvolvimento;Não
3510;SEAL-M-424;2.196.437.543.999.990;Desenvolvimento;Não
3511;SEAL-M-426;2.806.480.389.799.990;Desenvolvimento;Não
3515;SEAL-M-499;21.935.248.779.999.900;Desenvolvimento;Não
3568;SEAL-T-330;1024502.73;Produção;Não
4142;SEBASTIÃO FERREIRA;9.485.309.977.688;Desenvolvimento;Sim
4124;SEMPRE VIVA;10.441.709.859.999.900;Desenvolvimento;Sim
4124;SEMPRE VIVA;212154300;Produção;Sim
4009;SÉPIA;16.208.502.337.199.900;Desenvolvimento;Sim
2449;SER;8.705.838.181.599.990;Desenvolvimento;Não
2449;SER;51.740.836.555.842.100;Produção;Não
4413;SERIEMA;1.839.273.778.000.000;Desenvolvimento;Sim
4413;SERIEMA;33.583.677.512.510.700;Produção;Sim
909;SF;8.998.944.529.017.000;Desenvolvimento;Não
3692;SG;5.115.717.632.999.990;Desenvolvimento;Não
3692;SG;1.763.555.482.172.160;Produção;Não
2801;SI;4.880.251.260.000.000;Desenvolvimento;Não
2801;SI;26.589.784.255.715.000;Produção;Não
4616;SIBITE;1.899.477.923.999.990;Desenvolvimento;Sim
4616;SIBITE;5.940.431.540.000.000;Produção;Sim
4617;SIRI;21.361.134.360.000.000;Desenvolvimento;Sim
4617;SIRI;29.550.620.000.000.000;Produção;Sim
4088;SIRIRIZINHO OESTE;5.353.355.800.000.000;Desenvolvimento;Sim
4089;SIRIRIZINHO SUL;76.364.998.999.999.900;Desenvolvimento;Sim
1517;SM;11.739.827.038.000.000;Desenvolvimento;Não
1517;SM;22.294.098.797.318.800;Produção;Não
2450;SM;1.928.060.235.000.000;Desenvolvimento;Não
2450;SM;5.143.877.940.497.490;Produção;Não
2451;SMA;16400;Produção;Não
910;SMC;8.853.643.443.999.990;Desenvolvimento;Não
910;SMC;1.685.948.293.705.000;Produção;Não
2452;SMI;13.880.275.820.000.000;Desenvolvimento;Não
2452;SMI;6555994.35;Produção;Não
2453;SMN;217.68;Desenvolvimento;Não
2453;SMN;9.272.039.999.999.990;Produção;Não
3920;SOCORRO;1901515800;Desenvolvimento;Sim
3921;SOCORRO EXTENSÃO;355179800;Desenvolvimento;Sim
3713;SOJ;34.799.999.999.999.900;Desenvolvimento;Não
2802;SP;9.830.917.499.999.990;Desenvolvimento;Não
2802;SP;23.677.091.290.469.000;Produção;Não
3751;SUC;1.399.312.636.500.000;Desenvolvimento;Não
3751;SUC;9.467.153.185.899.710;Produção;Não
4012;SUL DE BERBIGÃO;5.427.254.152.800.000;Desenvolvimento;Sim
4143;SUL DE CORURIPE;121100;Desenvolvimento;Sim
4143;SUL DE CORURIPE;8.226.390.937.856;Produção;Sim
4011;SUL DE SAPINHOÁ;8.055.297.149.999.980;Desenvolvimento;Sim
4013;SUL DE SURURU;0;Desenvolvimento;Sim
4010;SUL DE TUPI;2.024.380.180.950.020;Desenvolvimento;Sim
4014;SURURU;4.901.735.690.800.000;Desenvolvimento;Não
4014;SURURU;4067700167.6;Produção;Não
2803;SUS;44.932.447.300.000.000;Desenvolvimento;Não
2803;SUS;28.479.165.779.562.800;Produção;Não
2454;SVM;10.329.795.159.999.900;Desenvolvimento;Não
2454;SVM;3.996.914.709.663.100;Produção;Não
3693;SZ;11.099.039.935.100.000;Desenvolvimento;Não
3693;SZ;12.550.168.684.703.300;Produção;Não
4416;TABUIAIÁ;29.393.052.980.000.000;Desenvolvimento;Sim
4145;TABULEIRO DOS MARTINS;1245500;Desenvolvimento;Sim
4145;TABULEIRO DOS MARTINS;53.374.185.776.584.800;Produção;Sim
4016;TAMBAÚ;8.006.447.497.699.990;Desenvolvimento;Sim
4016;TAMBAÚ;3.373.588.849.777.080;Produção;Sim
4017;TAMBUATÁ;347184578.24;Desenvolvimento;Sim
3927;TANGARÁ;2.377.265.735.900.000;Desenvolvimento;Sim
3927;TANGARÁ;19.132.957.976.264.500;Produção;Sim
3928;TAPIRANGA;52.613.145.120.000.000;Desenvolvimento;Sim
3928;TAPIRANGA;7145.92;Produção;Sim
3929;TAPIRANGA NORTE;5.186.734.586.999.990;Desenvolvimento;Sim
3929;TAPIRANGA NORTE;9087.87;Produção;Sim
4091;TARTARUGA;4171100;Desenvolvimento;Sim
4091;TARTARUGA;25.441.309.009.999.900;Produção;Sim
4277;TARTARUGA MESTIÇA;4401983473.26;Desenvolvimento;Sim
4277;TARTARUGA MESTIÇA;23109.18;Produção;Sim
4278;TARTARUGA VERDE;11.661.468.529.075.000;Desenvolvimento;Sim
4278;TARTARUGA VERDE;14.310.040.386.591.800;Produção;Sim
4092;TATUI;21.592.757.759.999.900;Desenvolvimento;Sim
4092;TATUI;16.624.992.205.120.100;Produção;Sim
3376;TB;3165857.67;Desenvolvimento;Não
3376;TB;0;Produção;Não
3932;TIÊ;1.758.253.458.229.890;Desenvolvimento;Sim
4093;TIGRE;16.839.504.295.620.000;Desenvolvimento;Sim
